Overriding config with config/train_shakespeare_char.py:
# This is a config file for training a character-level GPT model on the shakespeare dataset

out_dir = 'out-shakespeare-char'
eval_interval = 250 
eval_iters = 200
log_interval = 10 

always_save_checkpoint = False

wandb_log = False 
wandb_project = 'shakespeare-char'
wandb_run_name = 'shakespeare-char_hp'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 16 #64
block_size = 512 #256

n_layer = 12 #6
n_head = 12 #6
n_embd = 384
dropout = 0.2

learning_rate = 1e-2 #1e-3
max_iters = 8000 #5000
lr_decay_iters = 8000 #5000 # make equal to max_iters usually
min_lr = 1e-3 #1e-4 # learning_rate / 10 usually
beta2 = 0.99 

warmup_iters = 200 #100
tokens per iteration will be: 8,192
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 21.32M
/home/ikulkar1/testprojects/gpt2/nanoGPT/train.py:163: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
num decayed parameter tensors: 50, with 21,455,232 parameters
iter 4000: loss 2.5723, time 5195.46ms, mfu 8.89%
iter 4010: loss 2.5409, time 42.91ms, mfu 8.96%
iter 4020: loss 2.5763, time 41.42ms, mfu 9.06%
iter 4030: loss 2.5671, time 40.50ms, mfu 9.16%
iter 4040: loss 2.5158, time 41.39ms, mfu 9.24%
iter 4050: loss 2.5694, time 41.56ms, mfu 9.30%
iter 4060: loss 2.5443, time 42.60ms, mfu 9.33%
iter 4070: loss 2.5510, time 43.76ms, mfu 9.34%
iter 4080: loss 2.5357, time 41.39ms, mfu 9.39%
iter 4090: loss 2.5445, time 40.41ms, mfu 9.47%
iter 4100: loss 2.5661, time 41.15ms, mfu 9.52%
iter 4110: loss 2.5559, time 41.82ms, mfu 9.55%
iter 4120: loss 2.5437, time 41.14ms, mfu 9.59%
iter 4130: loss 2.5296, time 41.09ms, mfu 9.63%
iter 4140: loss 2.5318, time 41.43ms, mfu 9.66%
iter 4150: loss 2.5137, time 41.31ms, mfu 9.68%
iter 4160: loss 2.5379, time 41.10ms, mfu 9.71%
iter 4170: loss 2.5375, time 41.19ms, mfu 9.74%
iter 4180: loss 2.5400, time 41.12ms, mfu 9.76%
iter 4190: loss 2.5660, time 41.61ms, mfu 9.77%
iter 4200: loss 2.5125, time 41.35ms, mfu 9.79%
iter 4210: loss 2.5347, time 41.56ms, mfu 9.80%
iter 4220: loss 2.5107, time 40.18ms, mfu 9.84%
iter 4230: loss 2.5528, time 40.95ms, mfu 9.85%
iter 4240: loss 2.5582, time 41.54ms, mfu 9.86%
step 4250: train loss 2.4928, val loss 2.5152
iter 4250: loss 2.5439, time 5187.23ms, mfu 8.88%
iter 4260: loss 2.5405, time 41.19ms, mfu 8.99%
iter 4270: loss 2.5542, time 40.93ms, mfu 9.09%
iter 4280: loss 2.5534, time 41.16ms, mfu 9.18%
iter 4290: loss 2.5114, time 40.19ms, mfu 9.28%
iter 4300: loss 2.5149, time 41.34ms, mfu 9.35%
iter 4310: loss 2.5282, time 41.50ms, mfu 9.40%
iter 4320: loss 2.5327, time 41.72ms, mfu 9.44%
iter 4330: loss 2.5394, time 41.60ms, mfu 9.48%
iter 4340: loss 2.5211, time 41.16ms, mfu 9.53%
iter 4350: loss 2.5529, time 41.77ms, mfu 9.56%
iter 4360: loss 2.5258, time 41.23ms, mfu 9.60%
iter 4370: loss 2.5629, time 41.81ms, mfu 9.62%
iter 4380: loss 2.5618, time 41.29ms, mfu 9.65%
iter 4390: loss 2.5503, time 41.03ms, mfu 9.69%
iter 4400: loss 2.5464, time 41.24ms, mfu 9.71%
iter 4410: loss 2.5273, time 41.38ms, mfu 9.73%
iter 4420: loss 2.5277, time 41.70ms, mfu 9.74%
iter 4430: loss 2.5213, time 41.28ms, mfu 9.76%
iter 4440: loss 2.5539, time 39.92ms, mfu 9.81%
iter 4450: loss 2.5401, time 41.45ms, mfu 9.82%
iter 4460: loss 2.5610, time 42.86ms, mfu 9.80%
iter 4470: loss 2.5297, time 40.56ms, mfu 9.83%
iter 4480: loss 2.5180, time 40.93ms, mfu 9.85%
iter 4490: loss 2.5244, time 41.68ms, mfu 9.85%
step 4500: train loss 2.4873, val loss 2.5036
iter 4500: loss 2.5252, time 5187.87ms, mfu 8.87%
iter 4510: loss 2.5163, time 41.75ms, mfu 8.97%
iter 4520: loss 2.5117, time 41.01ms, mfu 9.07%
iter 4530: loss 2.5354, time 40.61ms, mfu 9.17%
iter 4540: loss 2.5046, time 41.21ms, mfu 9.25%
iter 4550: loss 2.5422, time 40.49ms, mfu 9.34%
iter 4560: loss 2.5042, time 40.95ms, mfu 9.41%
iter 4570: loss 2.5353, time 41.45ms, mfu 9.46%
iter 4580: loss 2.5275, time 41.31ms, mfu 9.50%
iter 4590: loss 2.5251, time 41.47ms, mfu 9.54%
iter 4600: loss 2.5001, time 40.83ms, mfu 9.59%
iter 4610: loss 2.5184, time 40.98ms, mfu 9.63%
iter 4620: loss 2.5224, time 40.84ms, mfu 9.68%
iter 4630: loss 2.5132, time 40.94ms, mfu 9.71%
iter 4640: loss 2.5148, time 41.52ms, mfu 9.73%
iter 4650: loss 2.5146, time 41.74ms, mfu 9.74%
iter 4660: loss 2.5231, time 40.96ms, mfu 9.76%
iter 4670: loss 2.5367, time 41.20ms, mfu 9.78%
iter 4680: loss 2.5158, time 41.11ms, mfu 9.80%
iter 4690: loss 2.5097, time 42.38ms, mfu 9.79%
iter 4700: loss 2.5415, time 41.60ms, mfu 9.80%
iter 4710: loss 2.5178, time 41.63ms, mfu 9.80%
iter 4720: loss 2.5475, time 40.19ms, mfu 9.84%
iter 4730: loss 2.5212, time 41.53ms, mfu 9.85%
iter 4740: loss 2.5375, time 41.08ms, mfu 9.86%
step 4750: train loss 2.4855, val loss 2.5052
iter 4750: loss 2.5247, time 5182.22ms, mfu 8.88%
iter 4760: loss 2.5099, time 41.94ms, mfu 8.97%
iter 4770: loss 2.5226, time 40.68ms, mfu 9.08%
iter 4780: loss 2.5370, time 41.52ms, mfu 9.16%
iter 4790: loss 2.5561, time 41.38ms, mfu 9.24%
iter 4800: loss 2.5009, time 40.21ms, mfu 9.33%
iter 4810: loss 2.5398, time 41.21ms, mfu 9.40%
iter 4820: loss 2.5321, time 40.87ms, mfu 9.46%
iter 4830: loss 2.5306, time 40.48ms, mfu 9.53%
iter 4840: loss 2.5258, time 41.24ms, mfu 9.57%
iter 4850: loss 2.5155, time 40.19ms, mfu 9.63%
iter 4860: loss 2.5465, time 41.04ms, mfu 9.67%
iter 4870: loss 2.5374, time 40.57ms, mfu 9.71%
iter 4880: loss 2.5387, time 41.29ms, mfu 9.74%
iter 4890: loss 2.5479, time 42.49ms, mfu 9.73%
iter 4900: loss 2.5017, time 40.40ms, mfu 9.77%
iter 4910: loss 2.5086, time 42.10ms, mfu 9.77%
iter 4920: loss 2.5190, time 42.46ms, mfu 9.76%
iter 4930: loss 2.4726, time 40.71ms, mfu 9.79%
iter 4940: loss 2.5122, time 40.82ms, mfu 9.81%
iter 4950: loss 2.5264, time 41.39ms, mfu 9.82%
iter 4960: loss 2.5045, time 40.93ms, mfu 9.84%
iter 4970: loss 2.5009, time 40.35ms, mfu 9.88%
iter 4980: loss 2.5207, time 40.07ms, mfu 9.91%
iter 4990: loss 2.5398, time 41.13ms, mfu 9.92%
step 5000: train loss 2.4768, val loss 2.4897
saving checkpoint to out-shakespeare-char
iter 5000: loss 2.4981, time 5457.13ms, mfu 8.93%
iter 5010: loss 2.5099, time 41.16ms, mfu 9.04%
iter 5020: loss 2.4696, time 40.46ms, mfu 9.15%
iter 5030: loss 2.4781, time 40.77ms, mfu 9.24%
iter 5040: loss 2.4929, time 40.64ms, mfu 9.32%
iter 5050: loss 2.5156, time 40.09ms, mfu 9.41%
iter 5060: loss 2.5060, time 41.00ms, mfu 9.47%
iter 5070: loss 2.4906, time 41.22ms, mfu 9.52%
iter 5080: loss 2.5055, time 41.32ms, mfu 9.56%
iter 5090: loss 2.5263, time 41.75ms, mfu 9.59%
iter 5100: loss 2.5125, time 41.10ms, mfu 9.63%
iter 5110: loss 2.5083, time 41.26ms, mfu 9.66%
iter 5120: loss 2.4971, time 40.43ms, mfu 9.71%
iter 5130: loss 2.5283, time 41.45ms, mfu 9.73%
iter 5140: loss 2.5011, time 41.25ms, mfu 9.75%
iter 5150: loss 2.5152, time 40.88ms, mfu 9.78%
iter 5160: loss 2.5143, time 41.16ms, mfu 9.80%
iter 5170: loss 2.5160, time 40.94ms, mfu 9.82%
iter 5180: loss 2.5038, time 41.58ms, mfu 9.82%
iter 5190: loss 2.4884, time 41.61ms, mfu 9.83%
iter 5200: loss 2.5081, time 41.34ms, mfu 9.84%
iter 5210: loss 2.5212, time 41.56ms, mfu 9.84%
iter 5220: loss 2.4957, time 40.08ms, mfu 9.88%
iter 5230: loss 2.4986, time 41.53ms, mfu 9.88%
iter 5240: loss 2.5106, time 41.03ms, mfu 9.89%
step 5250: train loss 2.4688, val loss 2.4912
iter 5250: loss 2.5524, time 5196.38ms, mfu 8.91%
iter 5260: loss 2.5168, time 42.36ms, mfu 8.99%
iter 5270: loss 2.5008, time 41.06ms, mfu 9.09%
iter 5280: loss 2.5301, time 40.97ms, mfu 9.18%
iter 5290: loss 2.5245, time 41.65ms, mfu 9.25%
iter 5300: loss 2.4868, time 39.85ms, mfu 9.35%
iter 5310: loss 2.5053, time 41.62ms, mfu 9.40%
iter 5320: loss 2.4968, time 41.63ms, mfu 9.45%
iter 5330: loss 2.4994, time 40.95ms, mfu 9.50%
iter 5340: loss 2.5156, time 39.56ms, mfu 9.59%
iter 5350: loss 2.5119, time 39.43ms, mfu 9.67%
iter 5360: loss 2.4940, time 39.58ms, mfu 9.74%
iter 5370: loss 2.5105, time 39.58ms, mfu 9.80%
iter 5380: loss 2.5010, time 39.38ms, mfu 9.86%
iter 5390: loss 2.4588, time 40.04ms, mfu 9.90%
iter 5400: loss 2.5146, time 38.04ms, mfu 9.99%
iter 5410: loss 2.5050, time 38.29ms, mfu 10.06%
iter 5420: loss 2.5034, time 37.63ms, mfu 10.15%
iter 5430: loss 2.4819, time 38.12ms, mfu 10.21%
iter 5440: loss 2.4680, time 38.39ms, mfu 10.26%
iter 5450: loss 2.4763, time 39.15ms, mfu 10.28%
iter 5460: loss 2.5521, time 41.03ms, mfu 10.25%
iter 5470: loss 2.5144, time 42.40ms, mfu 10.19%
iter 5480: loss 2.5124, time 47.87ms, mfu 10.03%
iter 5490: loss 2.5303, time 47.80ms, mfu 9.89%
step 5500: train loss 2.4746, val loss 2.4939
iter 5500: loss 2.5127, time 4954.34ms, mfu 8.90%
iter 5510: loss 2.5163, time 39.37ms, mfu 9.06%
iter 5520: loss 2.4594, time 39.63ms, mfu 9.19%
iter 5530: loss 2.4900, time 39.33ms, mfu 9.31%
iter 5540: loss 2.5166, time 38.13ms, mfu 9.45%
iter 5550: loss 2.5128, time 40.87ms, mfu 9.51%
iter 5560: loss 2.5289, time 43.06ms, mfu 9.51%
iter 5570: loss 2.5038, time 47.07ms, mfu 9.43%
iter 5580: loss 2.5257, time 48.36ms, mfu 9.34%
iter 5590: loss 2.4902, time 48.02ms, mfu 9.26%
iter 5600: loss 2.4987, time 48.28ms, mfu 9.18%
iter 5610: loss 2.5152, time 48.55ms, mfu 9.11%
iter 5620: loss 2.4814, time 48.49ms, mfu 9.04%
iter 5630: loss 2.4912, time 48.01ms, mfu 8.99%
iter 5640: loss 2.5152, time 47.97ms, mfu 8.95%
iter 5650: loss 2.5030, time 50.33ms, mfu 8.87%
iter 5660: loss 2.4725, time 53.06ms, mfu 8.76%
iter 5670: loss 2.5218, time 48.32ms, mfu 8.73%
iter 5680: loss 2.5119, time 48.05ms, mfu 8.71%
iter 5690: loss 2.4995, time 48.32ms, mfu 8.69%
iter 5700: loss 2.4810, time 48.09ms, mfu 8.67%
iter 5710: loss 2.4912, time 48.22ms, mfu 8.66%
iter 5720: loss 2.4886, time 48.45ms, mfu 8.64%
iter 5730: loss 2.5272, time 48.28ms, mfu 8.62%
iter 5740: loss 2.5118, time 48.20ms, mfu 8.61%
step 5750: train loss 2.4655, val loss 2.4866
saving checkpoint to out-shakespeare-char
iter 5750: loss 2.5004, time 5553.16ms, mfu 7.76%
iter 5760: loss 2.5313, time 40.67ms, mfu 7.99%
iter 5770: loss 2.5024, time 41.59ms, mfu 8.18%
iter 5780: loss 2.4862, time 40.31ms, mfu 8.38%
iter 5790: loss 2.4859, time 40.46ms, mfu 8.55%
iter 5800: loss 2.5190, time 38.34ms, mfu 8.77%
iter 5810: loss 2.5046, time 39.34ms, mfu 8.93%
iter 5820: loss 2.5096, time 41.61ms, mfu 9.03%
iter 5830: loss 2.4998, time 42.95ms, mfu 9.08%
iter 5840: loss 2.5156, time 47.79ms, mfu 9.03%
iter 5850: loss 2.5145, time 48.24ms, mfu 8.98%
iter 5860: loss 2.5263, time 48.11ms, mfu 8.93%
iter 5870: loss 2.4766, time 49.60ms, mfu 8.87%
iter 5880: loss 2.4783, time 48.07ms, mfu 8.83%
iter 5890: loss 2.5198, time 48.23ms, mfu 8.80%
iter 5900: loss 2.4994, time 48.02ms, mfu 8.77%
iter 5910: loss 2.4669, time 48.11ms, mfu 8.75%
iter 5920: loss 2.4673, time 47.89ms, mfu 8.73%
iter 5930: loss 2.5303, time 50.42ms, mfu 8.67%
iter 5940: loss 2.5225, time 50.24ms, mfu 8.62%
iter 5950: loss 2.4939, time 50.21ms, mfu 8.58%
iter 5960: loss 2.5406, time 50.03ms, mfu 8.54%
iter 5970: loss 2.4931, time 50.40ms, mfu 8.50%
iter 5980: loss 2.5003, time 50.20ms, mfu 8.47%
iter 5990: loss 2.4673, time 48.44ms, mfu 8.47%
step 6000: train loss 2.4624, val loss 2.4837
saving checkpoint to out-shakespeare-char
iter 6000: loss 2.5167, time 5549.49ms, mfu 7.63%
iter 6010: loss 2.4781, time 41.31ms, mfu 7.86%
iter 6020: loss 2.4984, time 41.10ms, mfu 8.07%
iter 6030: loss 2.4695, time 40.63ms, mfu 8.27%
iter 6040: loss 2.4679, time 41.44ms, mfu 8.43%
iter 6050: loss 2.4863, time 41.60ms, mfu 8.58%
iter 6060: loss 2.5042, time 38.13ms, mfu 8.80%
iter 6070: loss 2.4872, time 40.74ms, mfu 8.92%
iter 6080: loss 2.5010, time 40.74ms, mfu 9.04%
iter 6090: loss 2.4944, time 43.97ms, mfu 9.07%
iter 6100: loss 2.4994, time 46.93ms, mfu 9.03%
iter 6110: loss 2.5088, time 48.50ms, mfu 8.98%
iter 6120: loss 2.4960, time 48.57ms, mfu 8.92%
iter 6130: loss 2.4962, time 48.34ms, mfu 8.88%
iter 6140: loss 2.4892, time 48.55ms, mfu 8.84%
iter 6150: loss 2.5068, time 48.32ms, mfu 8.80%
iter 6160: loss 2.4856, time 48.24ms, mfu 8.77%
iter 6170: loss 2.4740, time 48.37ms, mfu 8.74%
iter 6180: loss 2.4993, time 48.11ms, mfu 8.72%
iter 6190: loss 2.5034, time 49.25ms, mfu 8.68%
iter 6200: loss 2.4987, time 48.81ms, mfu 8.65%
iter 6210: loss 2.5061, time 48.32ms, mfu 8.64%
iter 6220: loss 2.4992, time 47.91ms, mfu 8.63%
iter 6230: loss 2.4952, time 48.28ms, mfu 8.62%
iter 6240: loss 2.5083, time 48.40ms, mfu 8.60%
step 6250: train loss 2.4590, val loss 2.4791
saving checkpoint to out-shakespeare-char
iter 6250: loss 2.5194, time 5549.08ms, mfu 7.75%
iter 6260: loss 2.4967, time 41.59ms, mfu 7.96%
iter 6270: loss 2.4794, time 41.48ms, mfu 8.15%
iter 6280: loss 2.5092, time 41.15ms, mfu 8.34%
iter 6290: loss 2.4902, time 41.36ms, mfu 8.49%
iter 6300: loss 2.4853, time 39.71ms, mfu 8.68%
iter 6310: loss 2.5017, time 40.74ms, mfu 8.82%
iter 6320: loss 2.4960, time 42.57ms, mfu 8.90%
iter 6330: loss 2.5106, time 47.43ms, mfu 8.87%
iter 6340: loss 2.5171, time 47.30ms, mfu 8.85%
iter 6350: loss 2.4978, time 47.18ms, mfu 8.84%
iter 6360: loss 2.5307, time 47.91ms, mfu 8.81%
iter 6370: loss 2.4831, time 48.06ms, mfu 8.78%
iter 6380: loss 2.4860, time 47.96ms, mfu 8.76%
iter 6390: loss 2.4931, time 50.32ms, mfu 8.70%
iter 6400: loss 2.4795, time 50.37ms, mfu 8.64%
iter 6410: loss 2.4647, time 50.34ms, mfu 8.59%
iter 6420: loss 2.4861, time 50.45ms, mfu 8.55%
iter 6430: loss 2.4795, time 50.66ms, mfu 8.50%
iter 6440: loss 2.4957, time 47.87ms, mfu 8.51%
iter 6450: loss 2.4989, time 48.09ms, mfu 8.51%
iter 6460: loss 2.5023, time 48.69ms, mfu 8.50%
iter 6470: loss 2.4840, time 43.46ms, mfu 8.60%
iter 6480: loss 2.4629, time 39.77ms, mfu 8.77%
iter 6490: loss 2.4887, time 48.03ms, mfu 8.75%
step 6500: train loss 2.4538, val loss 2.4772
saving checkpoint to out-shakespeare-char
iter 6500: loss 2.4876, time 5564.90ms, mfu 7.88%
iter 6510: loss 2.4916, time 41.54ms, mfu 8.08%
iter 6520: loss 2.4844, time 40.98ms, mfu 8.27%
iter 6530: loss 2.4952, time 40.75ms, mfu 8.45%
iter 6540: loss 2.4830, time 40.39ms, mfu 8.62%
iter 6550: loss 2.4919, time 39.26ms, mfu 8.80%
iter 6560: loss 2.4757, time 40.57ms, mfu 8.93%
iter 6570: loss 2.5039, time 40.66ms, mfu 9.05%
iter 6580: loss 2.4954, time 42.07ms, mfu 9.12%
iter 6590: loss 2.4797, time 43.22ms, mfu 9.16%
iter 6600: loss 2.4740, time 46.38ms, mfu 9.13%
iter 6610: loss 2.4871, time 48.62ms, mfu 9.06%
iter 6620: loss 2.4817, time 48.15ms, mfu 9.00%
iter 6630: loss 2.5067, time 48.55ms, mfu 8.95%
iter 6640: loss 2.4715, time 48.28ms, mfu 8.90%
iter 6650: loss 2.4849, time 48.04ms, mfu 8.87%
iter 6660: loss 2.4892, time 48.77ms, mfu 8.82%
iter 6670: loss 2.4582, time 48.30ms, mfu 8.79%
iter 6680: loss 2.4931, time 48.57ms, mfu 8.75%
iter 6690: loss 2.4613, time 48.92ms, mfu 8.72%
iter 6700: loss 2.4826, time 48.75ms, mfu 8.69%
iter 6710: loss 2.5127, time 51.62ms, mfu 8.61%
iter 6720: loss 2.4726, time 50.75ms, mfu 8.56%
iter 6730: loss 2.4872, time 48.28ms, mfu 8.55%
iter 6740: loss 2.4483, time 48.31ms, mfu 8.55%
step 6750: train loss 2.4550, val loss 2.4824
iter 6750: loss 2.5295, time 5272.45ms, mfu 7.70%
iter 6760: loss 2.4735, time 41.40ms, mfu 7.92%
iter 6770: loss 2.4619, time 40.52ms, mfu 8.14%
iter 6780: loss 2.4819, time 42.58ms, mfu 8.29%
iter 6790: loss 2.5128, time 41.30ms, mfu 8.45%
iter 6800: loss 2.4769, time 40.84ms, mfu 8.61%
iter 6810: loss 2.5018, time 40.62ms, mfu 8.76%
iter 6820: loss 2.4887, time 42.06ms, mfu 8.86%
iter 6830: loss 2.4828, time 43.00ms, mfu 8.93%
iter 6840: loss 2.4907, time 46.13ms, mfu 8.93%
iter 6850: loss 2.4645, time 48.13ms, mfu 8.89%
iter 6860: loss 2.4658, time 50.31ms, mfu 8.81%
iter 6870: loss 2.4817, time 50.33ms, mfu 8.75%
iter 6880: loss 2.4450, time 48.72ms, mfu 8.71%
iter 6890: loss 2.4680, time 50.46ms, mfu 8.65%
iter 6900: loss 2.4939, time 50.74ms, mfu 8.60%
iter 6910: loss 2.4783, time 50.39ms, mfu 8.55%
iter 6920: loss 2.4878, time 48.31ms, mfu 8.55%
iter 6930: loss 2.4802, time 48.13ms, mfu 8.54%
iter 6940: loss 2.5051, time 48.14ms, mfu 8.54%
iter 6950: loss 2.4753, time 48.49ms, mfu 8.53%
iter 6960: loss 2.4513, time 50.69ms, mfu 8.49%
iter 6970: loss 2.4801, time 50.32ms, mfu 8.46%
iter 6980: loss 2.5044, time 48.02ms, mfu 8.46%
iter 6990: loss 2.4791, time 50.37ms, mfu 8.43%
step 7000: train loss 2.4516, val loss 2.4733
saving checkpoint to out-shakespeare-char
iter 7000: loss 2.4903, time 5551.61ms, mfu 7.60%
iter 7010: loss 2.4759, time 41.03ms, mfu 7.84%
iter 7020: loss 2.4925, time 40.88ms, mfu 8.06%
iter 7030: loss 2.4664, time 40.64ms, mfu 8.26%
iter 7040: loss 2.4859, time 41.79ms, mfu 8.42%
iter 7050: loss 2.5090, time 43.05ms, mfu 8.53%
iter 7060: loss 2.4842, time 38.53ms, mfu 8.74%
iter 7070: loss 2.4471, time 40.45ms, mfu 8.88%
iter 7080: loss 2.4847, time 41.50ms, mfu 8.98%
iter 7090: loss 2.4766, time 42.94ms, mfu 9.04%
iter 7100: loss 2.4803, time 44.39ms, mfu 9.06%
iter 7110: loss 2.4971, time 46.88ms, mfu 9.03%
iter 7120: loss 2.4469, time 48.10ms, mfu 8.98%
iter 7130: loss 2.5104, time 47.85ms, mfu 8.94%
iter 7140: loss 2.4993, time 48.02ms, mfu 8.90%
iter 7150: loss 2.4878, time 50.71ms, mfu 8.82%
iter 7160: loss 2.4765, time 50.25ms, mfu 8.75%
iter 7170: loss 2.4874, time 50.28ms, mfu 8.69%
iter 7180: loss 2.4988, time 48.15ms, mfu 8.67%
iter 7190: loss 2.4789, time 52.35ms, mfu 8.59%
iter 7200: loss 2.4644, time 50.96ms, mfu 8.54%
iter 7210: loss 2.4765, time 50.20ms, mfu 8.50%
iter 7220: loss 2.4730, time 47.93ms, mfu 8.51%
iter 7230: loss 2.4842, time 48.13ms, mfu 8.51%
iter 7240: loss 2.4751, time 48.04ms, mfu 8.51%
step 7250: train loss 2.4445, val loss 2.4794
iter 7250: loss 2.4862, time 5260.58ms, mfu 7.67%
iter 7260: loss 2.4634, time 41.24ms, mfu 7.90%
iter 7270: loss 2.4842, time 41.30ms, mfu 8.10%
iter 7280: loss 2.4946, time 41.17ms, mfu 8.29%
iter 7290: loss 2.4698, time 41.00ms, mfu 8.46%
iter 7300: loss 2.4895, time 40.40ms, mfu 8.63%
iter 7310: loss 2.4665, time 40.34ms, mfu 8.78%
iter 7320: loss 2.5002, time 41.68ms, mfu 8.89%
iter 7330: loss 2.4714, time 42.87ms, mfu 8.96%
iter 7340: loss 2.4574, time 46.32ms, mfu 8.95%
iter 7350: loss 2.4621, time 48.32ms, mfu 8.90%
iter 7360: loss 2.4837, time 47.46ms, mfu 8.87%
iter 7370: loss 2.4839, time 47.95ms, mfu 8.84%
iter 7380: loss 2.4805, time 47.99ms, mfu 8.81%
iter 7390: loss 2.4777, time 47.94ms, mfu 8.79%
iter 7400: loss 2.4875, time 47.93ms, mfu 8.76%
iter 7410: loss 2.4631, time 48.02ms, mfu 8.74%
iter 7420: loss 2.4581, time 50.51ms, mfu 8.68%
iter 7430: loss 2.4978, time 48.17ms, mfu 8.66%
iter 7440: loss 2.4756, time 47.99ms, mfu 8.65%
iter 7450: loss 2.4852, time 50.47ms, mfu 8.60%
iter 7460: loss 2.5032, time 50.91ms, mfu 8.55%
iter 7470: loss 2.4820, time 50.27ms, mfu 8.51%
iter 7480: loss 2.4684, time 50.30ms, mfu 8.47%
iter 7490: loss 2.4854, time 48.31ms, mfu 8.47%
step 7500: train loss 2.4461, val loss 2.4681
saving checkpoint to out-shakespeare-char
iter 7500: loss 2.4664, time 5545.62ms, mfu 7.63%
iter 7510: loss 2.4567, time 40.91ms, mfu 7.87%
iter 7520: loss 2.5000, time 41.43ms, mfu 8.08%
iter 7530: loss 2.4628, time 43.17ms, mfu 8.22%
iter 7540: loss 2.4642, time 40.84ms, mfu 8.40%
iter 7550: loss 2.4696, time 39.88ms, mfu 8.59%
iter 7560: loss 2.4664, time 39.01ms, mfu 8.78%
iter 7570: loss 2.4566, time 40.85ms, mfu 8.91%
iter 7580: loss 2.4557, time 43.05ms, mfu 8.97%
iter 7590: loss 2.4799, time 46.72ms, mfu 8.95%
iter 7600: loss 2.4694, time 48.60ms, mfu 8.90%
iter 7610: loss 2.4815, time 36.89ms, mfu 9.12%
iter 7620: loss 2.4858, time 38.48ms, mfu 9.28%
iter 7630: loss 2.4419, time 39.06ms, mfu 9.40%
iter 7640: loss 2.4887, time 41.20ms, mfu 9.45%
iter 7650: loss 2.4520, time 41.19ms, mfu 9.50%
iter 7660: loss 2.4742, time 40.76ms, mfu 9.56%
iter 7670: loss 2.4671, time 41.47ms, mfu 9.59%
iter 7680: loss 2.4714, time 41.70ms, mfu 9.62%
iter 7690: loss 2.4580, time 40.87ms, mfu 9.66%
iter 7700: loss 2.4742, time 40.44ms, mfu 9.71%
iter 7710: loss 2.4714, time 40.55ms, mfu 9.75%
iter 7720: loss 2.4657, time 37.89ms, mfu 9.86%
iter 7730: loss 2.4610, time 37.79ms, mfu 9.96%
iter 7740: loss 2.5123, time 40.81ms, mfu 9.97%
step 7750: train loss 2.4431, val loss 2.4728
iter 7750: loss 2.4637, time 5270.92ms, mfu 8.98%
iter 7760: loss 2.4531, time 41.47ms, mfu 9.07%
iter 7770: loss 2.4608, time 41.48ms, mfu 9.15%
iter 7780: loss 2.4893, time 41.53ms, mfu 9.22%
iter 7790: loss 2.4651, time 40.88ms, mfu 9.30%
iter 7800: loss 2.4607, time 40.46ms, mfu 9.39%
iter 7810: loss 2.4656, time 39.48ms, mfu 9.49%
iter 7820: loss 2.4567, time 38.29ms, mfu 9.61%
iter 7830: loss 2.4696, time 40.98ms, mfu 9.65%
iter 7840: loss 2.4683, time 42.55ms, mfu 9.65%
iter 7850: loss 2.4539, time 43.27ms, mfu 9.63%
iter 7860: loss 2.4806, time 46.34ms, mfu 9.55%
iter 7870: loss 2.5011, time 48.16ms, mfu 9.45%
iter 7880: loss 2.4856, time 48.03ms, mfu 9.36%
iter 7890: loss 2.4468, time 48.34ms, mfu 9.27%
iter 7900: loss 2.4635, time 48.16ms, mfu 9.20%
iter 7910: loss 2.4868, time 48.21ms, mfu 9.13%
iter 7920: loss 2.4339, time 48.39ms, mfu 9.06%
iter 7930: loss 2.4619, time 50.44ms, mfu 8.97%
iter 7940: loss 2.4348, time 50.52ms, mfu 8.88%
iter 7950: loss 2.4878, time 50.92ms, mfu 8.80%
iter 7960: loss 2.4685, time 50.48ms, mfu 8.73%
iter 7970: loss 2.4641, time 50.64ms, mfu 8.67%
iter 7980: loss 2.4796, time 50.32ms, mfu 8.62%
iter 7990: loss 2.4582, time 50.78ms, mfu 8.56%
step 8000: train loss 2.4402, val loss 2.4706
iter 8000: loss 2.4882, time 5264.74ms, mfu 7.72%

